venue_id,venue_name,city,state,capacity,elevation,latitude,longitude
6032,Hovey Field,Richmond,VA,10000.0,,37.5385087,-77.43428
5936,Koi Ishto Stadium,Ada,OK,5000.0,,34.7743383,-96.6783651
3875,Paul Laird Field,Durant,OK,4100.0,,33.9919761,-96.3776762
5891,Wilkins Stadium,Magnolia,AR,6000.0,,33.2670725,-93.2393341
3723,QU Stadium,Quincy,IL,3000.0,,39.9356016,-91.4098727
6034,Yager Stadium at Moore Bowl,Topeka,KS,7200.0,,39.049011,-95.677556
6212,Bishop Schmitt Field,Wheeling,WV,2200.0,,40.0639616,-80.7209149
5874,Chet Anderson Stadium,Bemidji,MN,3500.0,,47.4785418,-94.8907869
6051,James S. Malosky Stadium,Duluth,MN,4500.0,,46.7729322,-92.1251218
3951,Swisher Field,Aberdeen,SD,6000.0,,45.4649805,-98.487813
4441,McConnell Family Stadium,Erie,PA,2500.0,,42.1294712,-80.0852695
6066,Pace Stadium,Pleasantville,NY,1500.0,,41.1328736,-73.7926335
3960,Top Taggart Field,Big Rapids,MI,6200.0,,43.698078,-85.483656
5113,Ruggles Field at Carpenter-Haygood Stadium,Arkadelphia,AR,9600.0,,34.1209292,-93.053784
6067,Carnie Smith Stadium,Pittsburg,KS,8343.0,,37.4108841,-94.70496
6055,Craig Field at Spratt Memorial Stadium,Saint Joseph,MO,7200.0,,39.7686055,-94.8466322
5942,Francis G. Welch Stadium,Emporia,KS,10000.0,,38.4040054,-96.181623
4427,John A. Farrell Stadium,West Chester,PA,7500.0,,39.9597213,-75.6059638
5807,Brevard Memorial Stadium,Brevard,NC,7000.0,,35.2334472,-82.7342919
6056,B.T. Harvey Stadium,Atlanta,GA,9000.0,,33.7489924,-84.3902644
6076,Javelina Stadium,Kingsville,TX,15000.0,,27.5158689,-97.856109
5917,Ratliff Stadium,Odessa,TX,17931.0,,31.8457149,-102.367687
3870,Panther Stadium (OH),Columbus,OH,1750.0,,39.9622601,-83.0007065
5873,Bulldogs Stadium,Bowie,MD,2964.0,,38.9424464,-76.7301718
3747,Hantz Stadium,Midland,MI,2500.0,,43.6155825,-84.2472117
7076,J.W. Babb Stadium,Greenwood,SC,4000.0,,34.1954001,-82.1617883
6211,Sodexo Field,Rindge,NH,2000.0,,42.7517669,-72.01012902437412
6052,Herb Parker Stadium,Minot,ND,4250.0,,48.23251,-101.296273
5782,Mountaineer Bowl,Gunnison,CO,4000.0,,38.6476702,-107.0603126
3705,Earl Kitchings Stadium,Jacksonville,FL,8000.0,,30.3321838,-81.655651
6553,Helen and Leonard Moretz Stadium,Hickory,NC,8500.0,,35.7333312,-81.3442915
6040,Key Stadium,Indianapolis,IN,5500.0,,39.7683331,-86.1583502
4430,Mihalik-Thompson Stadium,Slippery Rock,PA,10000.0,,41.0639506,-80.0564468
5888,University Stadium (GA),Carrollton,GA,10000.0,,33.5801103,-85.0766113
3612,Alumni Memorial Stadium (NC),Salisbury,NC,6000.0,,35.6709727,-80.4742261
3638,MDU Resources Community Bowl,Bismarck,ND,6000.0,,46.808327,-100.783739
5867,Albany State University Coliseum,Albany,GA,10000.0,,31.5782062,-84.1556809
6049,"Memorial Stadium (Wichita Falls, TX)",Wichita Falls,TX,14500.0,,33.9137085,-98.4933873
3633,Ben Altamirano Field,Silver City,NM,3000.0,,32.7751371,-108.2754371
5943,Duvall-Rosier Field,Fairmont,WV,5000.0,,39.4850848,-80.1425781
5890,Lewis Field Stadium,Hays,KS,6362.0,,38.8791783,-99.3267702
6057,Ron & Carol Cope Stadium at Foster Field,Kearney,NE,5250.0,,40.4906216,-98.9472344
5878,Wantland Stadium,Edmond,OK,10000.0,,35.6571367,-97.4649038
6027,Albert J. H. Sloan - Alumni Stadium,Fairfield,AL,8500.0,,33.4859402,-86.9119366
5884,Buffalo Stadium,Canyon,TX,12000.0,,34.9799429,-101.919197
6044,Lane Field,Jackson,TN,2500.0,,35.6144446,-88.8177418
6063,Mueller Field,South Euclid,OH,2000.0,,41.5231076,-81.5184553
4432,Andre Reed Stadium,Kutztown,PA,5600.0,,40.5173165,-75.7774177
5133,Ram Stadium (WV),Shepherdstown,WV,5000.0,,39.4300996,-77.804161
4749,McPherson Memorial Stadium,Xenia,OH,7000.0,,39.6847822,-83.9296526
3731,Frost-Kalnow Stadium,Tiffin,OH,4500.0,,41.114485,-83.1779537
3618,Apprentice Field,Newport News,VA,800.0,,36.9775016,-76.42977
6058,Ralph F. DellaCamera Stadium,West Haven,CT,5000.0,,41.2706527,-72.9470471
6053,Robinson-Hale Stadium,Clinton,MS,8500.0,,32.3410552,-90.3215983
5881,CAU Panther Stadium,Atlanta,GA,5000.0,,33.7489924,-84.3902644
6047,Leemon Field,Lebanon,IL,2000.0,,38.6039375,-89.8073195
4439,Eiler-Martin Stadium,East Stroudsburg,PA,6000.0,,40.9995386,-75.1812913
5885,First Security Stadium,Searcy,AR,5854.0,,35.9018987,-92.7098744
4852,Neta and Eddie DeRose ThunderBowl,Pueblo,CO,6500.0,,38.2544472,-104.609141
5879,Tomlinson Stadium,Ellensburg,WA,4000.0,,46.9970635,-120.545122
5945,Wildcat Stadium (GA),Fort Valley,GA,10000.0,,32.5537585,-83.8874084
5121,University of Charleston Stadium,Charleston,WV,18500.0,,38.3505995,-81.6332812
5880,Elliott Field at Don Beebe Stadium,Chadron,NE,3500.0,,42.8309807,-103.0003729
5941,Roebuck Stadium,Elizabeth City,NC,3500.0,,36.2956836,-76.2247697
5934,Farmers Insurance Athletic Complex,Caledonia,MI,2000.0,,37.763382,-90.7729061
4015,Barron Stadium,Rome,GA,6500.0,,34.257038,-85.1646726
4428,Saxon Stadium,Erie,PA,2300.0,,42.1294712,-80.0852695
3859,Offutt Field,Greensburg,PA,5000.0,,40.3014581,-79.5389289
6046,Meares Stadium,Mars Hill,NC,5000.0,,35.82685585,-82.55057686987725
5872,Kirkeby-Over Stadium,Sioux Falls,SD,6500.0,,43.5488256,-96.7307737
5780,Altra Federal Credit Union Stadium,Winona,MN,5000.0,,43.9582272,-91.7807784
5944,Ray Dennison Memorial Field,Durango,CO,4000.0,,37.2395367,-107.82158179169292
7080,Rocky Mount Athletic Complex,Rocky Mount,NC,5000.0,,35.9423833,-77.7956949
3728,Terry Fox Field,Burnaby,BC,2500.0,,35.895335,-78.515105
5784,Cebe Ross Field,Buckhannon,WV,3000.0,,38.9939426,-80.2322698
5876,Bentley University Football Stadium,Waltham,MA,4800.0,,42.3756401,-71.2358004
5783,McArthur Field,Monmouth,OR,3000.0,,44.8486414,-123.2290777
3600,Tom Adams Field,Detroit,MI,6439.0,,42.3315509,-83.0466403
3904,Rogers Stadium (VA),Petersburg,VA,7909.0,,37.227928,-77.4019268
3957,Tiger Stadium (AL),Livingston,AL,7000.0,,32.5843026,-88.1872474
3698,Donnell Stadium,Findlay,OH,7500.0,,41.0413873,-83.6503982
6072,Schwan Regional Event Center,Marshall,MN,2500.0,,48.3605336,-96.381968
3760,Hubert Jack Stadium,Lock Haven,PA,3500.0,,41.1369077,-77.4471641
5871,Convoy Leslie Cotton Boll Stadium,Monticello,AR,3650.0,,33.6293427,-91.7912327
4763,Ranger Field,Alva,OK,6000.0,,36.8030501,-98.6660278
6065,Cliff Harris Stadium,Arkadelphia,AR,3060.0,,34.1209292,-93.053784
3729,"Frank ""Muddy"" Waters Stadium",Hillsdale,MI,8500.0,,41.8779105,-84.5984396
5866,Rex Stadium,Alamosa,CO,2800.0,,37.5780995,-105.7890452
6062,Gable Field at Doc Wadley Stadium,Tahlequah,OK,8300.0,,35.91537,-94.969956
3641,Blakeslee Stadium,Mankato,MN,7000.0,,44.1634663,-93.9993505
5887,I.L. & Sue Morris Stadium,Glenville,WV,2800.0,,38.9342573,-80.8376033
5868,Ronald J. Abdow Field,Springfield,MA,4000.0,,42.1018764,-72.5886727
4433,George P. Miller Stadium,Indiana,PA,6000.0,,40.6214551,-79.1525349
6070,Bob Young Field,Sioux Falls,SD,5000.0,,43.5488256,-96.7307737
5877,Lyle Hare Stadium,Spearfish,SD,4200.0,,44.490817,-103.85937
6036,Blue Wahoos Stadium,Pensacola,FL,5100.0,,30.421309,-87.2169149
5781,Irwin Belk Stadium,Wingate,NC,3500.0,,34.9843176,-80.4492319
5935,Parker Field at McCool Stadium,Cleveland,MS,8125.0,,33.7440023,-90.7248187
3915,Charles Lee Field at Samford Stadium,Montgomery,AL,2500.0,,32.3669656,-86.3006485
6042,Alumni Stadium (KY),Frankfort,KY,6000.0,,38.2009055,-84.8732836
4110,A.J. McClung Stadium,Columbus,GA,0.0,,32.4610708,-84.9880449
6117,Knight Stadium,Buena Vista,VA,1000.0,,37.7342962,-79.3539292
5825,Jake Christiansen Stadium,Moorhead,MN,7000.0,,46.8739081,-96.7538674
5905,Kean Alumni Stadium,Union,NJ,5300.0,,40.6976019,-74.2632024
6112,Richard Wackar Stadium,Glassboro,NJ,5000.0,,39.7027677,-75.1119434
5835,Biddle Field,Carlisle,PA,2577.0,,40.201499,-77.1890783
5894,Steuben Field,Clinton,NY,2000.0,,44.7278943,-73.6686982
3733,Garcelon Field,Lewiston,ME,3500.0,,44.100351,-70.2147764
6108,Crain Field,Memphis,TN,4000.0,,35.1335022,-89.9668758
6142,Westside Athletic Complex,Danbury,CT,2500.0,,41.394817,-73.4540111
5114,Shelton Stadium,Abilene,TX,4000.0,,32.44645,-99.7475905
6106,Ted Runner Stadium,Redlands,CA,6750.0,,34.0550328,-117.1827445
5926,Henry G. Steinbrenner '27 Stadium,Cambridge,MA,1000.0,,42.3750997,-71.1056157
5930,Carl W. Burt Memorial Stadium,North Manchester,IN,4500.0,,41.0006005,-85.768597
5838,Ornelas Stadium,Marshall,TX,2046.0,,32.5447756,-94.3661004
6104,Baker Stadium,Tacoma,WA,3500.0,,47.2495798,-122.4398746
7185,"Memorial Stadium (El Dorado, AR)",El Dorado,AR,7030.0,,33.20763,-92.6662674
6220,Trojan Stadium,Madison,SD,5000.0,,44.006085,-97.11395
4221,Target Field,Minneapolis,MN,0.0,,44.9772995,-93.2654692
6050,Ed Widseth Field,Crookston,MN,2000.0,,47.7739988,-96.6081167
5927,Freesen Field,Jacksonville,IL,1400.0,,39.7343037,-90.2288356
3848,Multi-Sport Stadium,Worcester,MA,1200.0,203.4,42.2625621,-71.8018877
3851,Mustang Stadium,Stevenson,MD,3500.0,154,39.4102772,-76.7128314
6284,Village of Lisle-Benedictine University Sports Complex,Lisle,IL,3071.0,,41.801159,-88.0747687
5903,Community Stadium at Goerke Park,Stevens Point,WI,4000.0,,44.5229223,-89.574111
5829,Old National Bank Stadium,Saint Bonifacius,MN,1400.0,,,
5918,Taylor Field,Plymouth,WI,1000.0,,43.7486054,-87.977038
3677,Chuck Noll Field,Latrobe,PA,1050.0,,40.317287,-79.3840301
5856,Boswell Field at David J. Urick Stadium,Geneva,NY,3000.0,,42.8690271,-76.9786122
5814,Gesling Stadium,Pittsburgh,PA,3500.0,,40.4416941,-79.9900861
7077,Shadek Stadium,Lancaster,PA,2500.0,,40.03813,-76.3056686
6144,"Alumni Field (Westfield, MA)",Westfield,MA,4000.0,,42.1390327,-72.7584859
6119,Stagg Field,Springfield,MA,3867.0,,42.1018764,-72.5886727
5898,John Coughlin Memorial Field,Worcester,MA,2000.0,,42.2625621,-71.8018877
5791,Turf Field,Reading,PA,4000.0,,40.335345,-75.9279495
5823,Clark Field,Cedar Rapids,IA,2200.0,,41.9758872,-91.6704053
5939,Cressy Field,Dartmouth,MA,1850.0,,41.6332267,-70.9879928
5822,Cadet Memorial Field,New London,CT,4500.0,,41.3556187,-72.0997804
6138,Wilson Field,Lexington,VA,4000.0,,37.7840208,-79.4428157
5850,Stoffer Family Stadium,Newberg,OR,3300.0,,45.300347,-122.972751
6139,Cameron Stadium,Washington,PA,3500.0,,31.3991238,-88.2019828
6080,Frank M. Lindsay Field,Decatur,IL,4000.0,,39.8454163,-88.9524151
3675,Charles A. Gaetano Stadium,Utica,NY,1200.0,,43.1009031,-75.2326641
5824,Lions Stadium,Ewing,NJ,6000.0,,40.2688105,-74.8006895
6099,Selby Stadium,Delaware,OH,9100.0,,40.2986724,-83.067965
5789,Frank B. Fuhrer Field,Meadville,PA,3500.0,,41.641445,-80.151449
5125,Stadium Red Field,Cortland,NY,6500.0,,41.2446453,-73.9259559
6115,Toppa Field,Newport,RI,2500.0,,41.4899827,-71.3137707
6126,Bob Boozer Field,Brockport,NY,10000.0,,43.213671,-77.93918
6087,Drake Field (NY),Morrisville,NY,1500.0,,42.8986566,-75.6402204
3690,Charles L. Currier Memorial Field,Plymouth,NH,3000.0,,43.757209,-71.688538
6125,Bulldog Stadium (TX),Seguin,TX,1500.0,,29.5688411,-97.9647269
5786,Sprankle-Sprandel Stadium,Albion,MI,4000.0,,42.243097,-84.7530304
5839,Langhorst Field,Elmhurst,IL,2500.0,,41.8994745,-87.9403418
3640,Blackstock Stadium,Greencastle,IN,3000.0,,39.6444898,-86.8647316
5854,Hoernemann Stadium,Tiffin,OH,1300.0,,41.114485,-83.1779537
6098,Dial-Roberson Stadium,Ada,OH,3500.0,,38.8398935,-83.5051704
5904,Angell Field,Kalamazoo,MI,2458.0,,42.291707,-85.5872286
6110,Sam Greeley Field,Rockford,IL,1000.0,,42.2713945,-89.093966
6109,Ingalls Field,Ripon,WI,3500.0,,43.8424502,-88.8372972
5906,McBride Field,Gambier,OH,1762.0,,40.375643,-82.3970994
5998,Monarch Stadium,Fayetteville,NC,800.0,,35.0525759,-78.878292
5864,Robert E. Thorn Field,Grove City,PA,3500.0,,41.1579008,-80.0886631
6107,ECAV Stadium,Troy,NY,5200.0,,42.7284117,-73.6917878
3877,Pioneer Stadium,Alfred,NY,1500.0,,42.2542334,-77.7906062
5796,Charles D. Lindberg Stadium,Rock Island,IL,1800.0,,41.4411786,-90.5766144
4855,Leslie C. Quick Jr. Stadium,Chester,PA,4000.0,,39.849557,-75.3557458
6120,Growney Stadium,Rochester,NY,2500.0,,43.157285,-77.615214
5852,Jamieson Stadium,Greensboro,NC,10000.0,,36.0726355,-79.7919754
6085,Sprague Field,Montclair,NJ,6000.0,,40.8164458,-74.2210643
7082,Athletic Field Complex,La Plume,PA,1250.0,,41.5565738,-75.7551655
5803,Bison Stadium,Bethany,WV,1000.0,,40.205627,-80.5567384
6150,Wightman Stadium,Wayne,NJ,1909.0,,40.9491723,-74.2376802
3614,Alumni Stadium (IN),Hanover,IN,4000.0,,38.7142263,-85.4735707
4856,Mount Union Stadium,Alliance,OH,5600.0,,40.9153362,-81.1059309
5841,Pete FioRito Stadium at McKinzie Field,Eureka,IL,2500.0,,40.7213015,-89.2726708
5826,Concordia Stadium,River Forest,IL,1500.0,,41.8978091,-87.8139483
5817,Ron and Joyce Schipper Stadium,Pella,IA,1000.0,,41.4073138,-92.9174074
3843,MLC Bowl,New Ulm,MN,2500.0,,44.3140261,-94.4614177
4423,Young-Wise Memorial Stadium,Conway,AR,1500.0,,35.2521996,-92.6888936
5120,J.J. Keller Field at Titan Stadium,Oshkosh,WI,9800.0,,44.0206919,-88.5408574
5908,Harley Knosher Bowl,Galesburg,IL,6000.0,,40.9475652,-90.3712169
5910,Callaway Stadium,Lagrange,GA,5000.0,,33.039291,-85.0313269
5920,Griswold Stadium,Portland,OR,3000.0,,45.5202471,-122.6741949
5809,J. Leslie Rollins Stadium,Storm Lake,IA,3000.0,,42.6452817,-95.1992726
6132,Trinity University Stadium,San Antonio,TX,3500.0,,29.4246002,-98.4951405
6093,Holmgren Athletic Complex,Chicago,IL,3000.0,,41.8755616,-87.6244212
4014,Moretz Stadium,Hickory,NC,8500.0,351.6,35.7333312,-81.3442915
4416,Spec Martin Municipal Stadium,DeLand,FL,6000.0,14.65544891,29.0208575,-81.2993746
5403,Orlando City Stadium,Orlanda,FL,0.0,,26.32122435,-81.69295734906564
4750,The Reservation,Gaffney,SC,10000.0,212.4,35.0717945,-81.6498195
4752,Jahna Field,Winter Haven,FL,0.0,37.3,28.0222435,-81.7328568
7365,Blaine High School,Blaine,WA,2000.0,,,
4250,Wrigley Field,Chicago,IL,0.0,,41.8755616,-87.6244212
6308,McKinney ISD Stadium,Mckinney,TX,12000.0,,,
6037,Woodforest Bank Stadium,Shenandoah,TX,0.0,,,
4829,John Clark Field,Plano,TX,0.0,,,
7422,Municipal Stadium,Waterbury,CT,75.0,,,
3459,Red Bull Arena,Harrison,NJ,0.0,,,
3613,Alumni Stadium,Dover,DE,7193.0,10.95275307,39.189375,-75.5433185
3620,Armstrong Stadium,Hampton,VA,12000.0,2.574624538,37.0200894,-76.3331555
3605,Alerus Center,Grand Forks,ND,12283.0,255.2472076,47.910622,-97.090996
5843,W.B. Adams Stadium,Ferrum,VA,5500.0,,36.937856999999994,-80.01424992208018
3602,Aggie Stadium,Davis,CA,10743.0,11.3825922,38.5365266,-121.7627936
5239,U.S. Bank Stadium,Minneapolis,MN,66468.0,,,
7512,St. Francis High School,Hamburg,NY,0.0,,,
7504,Liberty North High School,Liberty,MO,0.0,,,
6129,BB&T Field at Griffin Plaza,Crestview Hills,KY,2500.0,,,
7513,O'Hara Field,Saint Davids,PA,0.0,,,
7496,ACU Football Field,Glendale,AZ,0.0,,,
3978,Vigilante Field,Dillon,MT,0.0,,,
4737,Croke Park Stadium,Dublin,,82300.0,4.7,,
6128,Alumni Stadium (PA),Greenville,PA,1400.0,,31.8295972,-86.6177517
5844,McAfee Field,Hancock,MI,1200.0,,47.126871,-88.580956
3599,Ace W. Mumford Stadium,Baton Rouge,LA,28500.0,20.24213219,30.5221461,-91.1896087
1027,Alex G. Spanos Stadium,San Luis Obispo,CA,11075.0,84.6832428,35.2984123,-120.6650005
3607,Alfond Stadium,Orono,ME,10000.0,35.4817543,44.905128,-68.6724718
3609,Allgood-Bailey Stadium,Rolla,MO,8000.0,336.1,37.95037,-91.780444
5363,Allianz Stadium,Sydney,NSW,45500.0,42.8,-33.888907,151.225343
3610,Aloha Stadium,Honolulu,HI,50000.0,10.26500511,21.3728014,-157.9299645
3597,Alumni Memorial Field,Lexington,VA,10000.0,294.958252,37.788983,-79.43505
3617,Andy Kerr Stadium,Hamilton,NY,10221.0,337.1443787,42.8168991,-75.5452721
5221,ANZ Stadium,Sydney,,83500.0,9.444999695,-33.846991,151.063435
3623,Arthur J. Rooney Athletic Field,Pittsburgh,PA,2200.0,269.4302979,40.4355808,-79.9900263
4463,Crusader Stadium,Belton,TX,7671.0,,31.0560132,-97.464453
6082,Big Cat Stadium,Morris,MN,1400.0,,45.586072,-95.913941
5849,Reeves Field (PA),Beaver Falls,PA,6000.0,,40.7520097,-80.3192295
6118,Birkelbach Field,Georgetown,TX,12442.0,,30.6326942,-97.6772311
5819,Ernie Chapman Stadium,Orange,CA,2000.0,,33.7500378,-117.8704931
5842,Robert T. Shields Field,Madison,NJ,1000.0,,40.7598227,-74.417097
6140,John F. Wiley Stadium,Waynesburg,PA,4000.0,,39.8964641,-80.1792299
6146,Memorial Field (PA),New Wilmington,PA,4500.0,,41.1222812,-80.3328428
4422,Valhalla Stadium,Mount Berry,GA,2500.0,,34.275093,-85.1832843
6103,Merritt Field,Claremont,CA,4000.0,,34.0966764,-117.7197785
5638,Dave Wolk Stadium,Castleton,VT,5000.0,,43.6111275,-73.1807089
3819,Bowditch Field,Framingham,MA,5300.0,,42.3095704,-71.4413097
5794,Caparso Field,Paxton,MA,1000.0,,42.3122967,-71.934172
5855,Charles A. Henry Field,Hiram,OH,2500.0,,41.312555,-81.14371
6101,"Memorial Stadium (Westerville, OH)",Westerville,OH,2400.0,,40.126139,-82.9295287
6095,Sabine Field at Haynes Family Stadium,Northfield,VT,3000.0,,44.153195,-72.65679528850326
6136,Patterson Field,Collegeville,PA,2500.0,,40.1856597,-75.451571
3995,Dr. John W. Winkin Sports Complex,Bangor,ME,3000.0,,44.8011821,-68.7778138
5788,Merrill Field at Yunevich Stadium,Alfred,NY,1435.0,,42.2542334,-77.7906062
5787,Docking Stadium,Adrian,MI,3000.0,,41.8975152,-84.0373054
5911,Ralph E. Davis Pioneer Stadium,Platteville,WI,10000.0,,42.7342942,-90.4784451
3945,Strong Stadium,Beloit,WI,3000.0,,42.5083272,-89.031784
4854,Perkins Stadium,Whitewater,WI,13500.0,,42.8336422,-88.7292679
5862,Butterfield Stadium,Ithaca,NY,5000.0,,42.4396039,-76.4968019
6148,The Pine Bowl,Spokane,WA,2200.0,,47.6571934,-117.4235106
6124,Amos Alonzo Stagg Field (PA),Selinsgrove,PA,3500.0,,40.8062437,-76.8607084
6083,Mangelsdorf Field,Dallas,PA,1500.0,,32.3117968,-87.1046643
6089,Scotty Wood Stadium,Allentown,PA,3000.0,,40.6022059,-75.4712794
5902,Knox Stadium,Huntingdon,PA,3000.0,,40.4847959,-78.0102813
6152,Wiliams Stadium (OH),Wilmington,OH,3500.0,,39.4453393,-83.8285375
3627,Bailey Memorial Stadium,Clinton,SC,6500.0,194.1601868,34.46158,-81.861368
3639,Blackshear Stadium,Prairie View,TX,15000.0,78.4,30.091128,-95.994482
4419,Bob Ford Field,Albany,NY,8500.0,64.42764282,42.6808062,-73.8272841
3649,Bowman Gray Stadium,Winston-Salem,NC,17000.0,242.5,36.083372,-80.222037
3650,Bragg Memorial Stadium,Tallahassee,FL,25500.0,31.18483925,30.4261632,-84.2923095
4133,Braly Municipal Stadium,Florence,AL,14215.0,172.3,34.810914,-87.670587
3655,Brown Field,Valparaiso,IN,5000.0,244.6367645,41.465642,-87.0479446
3656,Brown Stadium,Providence,RI,20000.0,33.87348557,41.842114,-71.3939416
3658,Buccaneer Field,North Charleston,SC,4000.0,12.6744318,32.9810239,-80.0659664
3661,Bulldog Stadium,Smithfield,RI,4400.0,124.471344,41.924206,-71.5385124
4013,Camping World Stadium,Orlando,FL,65000.0,31.37226868,28.539167,-81.402778
3671,Case Field,Cleveland,OH,2400.0,-81.603639,41.513447,-81.603634
3486,Children's Mercy Park,Kansas City,KS,18467.0,300.8,39.121768,-94.823198
3676,Christy Mathewson-Memorial Stadium,Lewisburg,PA,13100.0,151.194931,40.9519411,-76.884752
3681,Coffey Field,The Bronx,NY,7000.0,31.2384243,40.8615808,-73.8827649
499,Cotton Bowl,Dallas,TX,92100.0,133.2241211,32.779722,-96.759722
3685,Coughlin-Alumni Stadium,Brookings,SD,16700.0,495.8,44.32121,-96.780096
3871,General Charles C. Krulak Stadium,Birmingham,AL,1600.0,,33.5206824,-86.8024326
3691,D. B. Milne Field,Jacksonville,FL,5000.0,12.51101398,30.3568843,-81.605476
3694,DeGol Field,Loretto,PA,3500.0,586.9408569,40.5063173,-78.637214
5237,Dana J. Dykhouse Stadium,Brookings,SD,19340.0,495.7769775,44.3210182,-96.7801386
3673,Lumen Field,Seattle,WA,69000.0,5.2,47.595217,-122.33165
3628,Bank of America Stadium,Charlotte,NC,73778.0,220.8777466,35.225833,-80.852778
3647,Elliott T. Bowers Stadium,Huntsville,TX,14000.0,127.6225204,30.713926,-95.5419802
3687,AT&T Stadium,Arlington,TX,100000.0,172.5047302,32.747778,-97.092778
4617,Bristol Motor Speedway,Bristol,TN,162000.0,456.8201294,36.516,-82.257
4251,Chase Field,Phoenix,AZ,0.0,323.2064514,33.445278,-112.066944
3624,Arute Field,New Britain,CT,5500.0,41.29866409,41.6950591,-72.7616197
3686,Cowboy Stadium,Lake Charles,LA,17610.0,4.168509007,30.1804575,-93.2178729
3668,Campus Field,Fairfield,CT,3334.0,82.02420044,41.2212488,-73.2417431
3631,BBVA Compass Stadium,Houston,TX,22000.0,13.68128395,29.7521988,-95.3524146
3847,Cooper Field,Washington,DC,3750.0,32.38431549,38.9080248,-77.0753144
1905,DakotaDome,Vermillion,SD,9100.0,373.3928833,42.7911218,-96.9278427
3629,Barker-Lane Stadium,Buies Creek,NC,5500.0,56.51401138,35.4047689,-78.7424842
3664,Butler Bowl,Indianapolis,IN,5647.0,221.1980591,39.8444694,-86.1659242
3643,Bobcat Stadium,Bozeman,MT,17000.0,1507.508667,45.659048,-111.049547
3695,Delaware Stadium,Newark,DE,22000.0,28.74350357,39.6617428,-75.7488224
3701,Drake Stadium,Des Moines,IA,14557.0,277.8869934,41.605,-93.655
3902,Eddie Robinson Stadium,Grambling,LA,19600.0,94.58428955,32.5258665,-92.7146412
4757,Edwards-Maurer Field,Springfield,OH,3000.0,309.1,39.937943,-83.812075
3704,E. J. Whitmire Stadium,Cullowhee,NC,13742.0,653.8632813,35.3048352,-83.1818148
4245,Fenway Park,Boston,MA,38073.0,4.887843609,42.346389,-71.0975
3720,Finley Stadium,Chattanooga,TN,20668.0,200.1825104,35.0363792,-85.3158835
3721,Fisher Field,Easton,PA,13132.0,81.43208313,40.7009796,-75.2106499
3722,Fitton Field,Worcester,MA,23500.0,137.3915253,42.2403564,-71.8111424
6241,Spirit Field,Surprise,AZ,1200.0,,33.6292271,-112.3680189
4417,Five Star Stadium at the Moye Complex,Macon,GA,10200.0,138.6699677,32.8262075,-83.6522485
3724,Floyd Casey Stadium,Waco,TX,50000.0,151.2,31.530206,-97.148358
3730,Franklin Field,Philadelphia,PA,52593.0,11.71361065,39.9501475,-75.1901043
3734,Gayle and Tom Benson Stadium,San Antonio,TX,6000.0,208.4659576,29.4674787,-98.470014
3495,Georgia Dome,Atlanta,GA,74228.0,303.1637268,33.7576897,-84.4008285
3737,Gibbs Stadium,Spartanburg,SC,13000.0,231.6300049,34.9618606,-81.9328915
3738,Gillette Stadium,Foxborough,MA,68756.0,78.00233459,42.0909458,-71.2643465
3740,Golden Lion Stadium,Pine Bluff,AR,16000.0,67.71961975,34.253327,-92.0214031
3741,Goodman Stadium,Bethlehem,PA,16000.0,90.32305145,40.5890837,-75.3553874
4293,Guaranteed Rate Field,Chicago,IL,40615.0,180.8555756,41.83,-87.633889
4029,Hale Stadium,Nashville,TN,10000.0,138.4986725,36.168056,-86.826944
3744,Hancock Stadium,Normal,IL,15000.0,242.8722687,40.5125091,-88.9967177
3746,Hanson Field,Macomb,IL,16368.0,192.8755646,40.4683928,-90.6841248
3963,Harry Turpin Stadium,Natchitoches,LA,15971.0,36.58879089,31.747259,-93.0961357
3750,Harvard Stadium,Boston,MA,30323.0,1.96428895,42.366704,-71.1267511
3754,High Point Solutions Stadium,Piscataway,NJ,52454.0,8.543146133,40.5136754,-74.4655737
4765,Hillsboro Stadium,Portland,OR,7600.0,65.4,45.554597,-122.90694
3757,Hornet Stadium,Sacramento,CA,21195.0,12.30015659,38.5556718,-121.4229607
4582,Hornet Stadium,Montgomery,AL,26500.0,79.35839844,32.3642223,-86.2896902
3758,Houck Stadium,Cape Girardeau,MO,11015.0,137.7152405,37.3095375,-89.5313804
3762,Hughes Stadium,Baltimore,MD,10000.0,67.05336761,39.3439778,-76.5829573
4424,Husky Stadium,Houston,TX,5000.0,19.87884521,29.6949025,-95.5167353
3771,Jack Spinks Stadium,Lorman,MS,22500.0,72.25324249,31.873621,-91.13488
3719,Northwest Stadium,Landover,MD,82000.0,59.50488663,38.907778,-76.864444
3727,Ford Field,Detroit,MI,64500.0,183.9643707,42.34,-83.045556
3766,Independence Stadium,Shreveport,FL,52000.0,78.48539734,32.475556,-93.791944
2068,E. Claiborne Robins Stadium,Richmond,VA,8217.0,60.03879166,37.5807765,-77.5372211
1930,Holt Arena,Pocatello,ID,12000.0,1390.252441,42.8702052,-112.4281274
3714,Fargodome,Fargo,ND,18700.0,274.4847717,46.9029938,-96.8003251
3756,Homer Bryce Stadium,Nacogdoches,TX,14575.0,89.99433899,31.625719,-94.6444034
3748,Graham Stadium,Martin,TN,7500.0,124.6879349,36.3448341,-88.8616245
3742,Governors Stadium,Clarksville,TN,10100.0,142.8643188,36.5362559,-87.3525507
